City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
594,West Wendover,US,2021-08-03 00:07:48,40.7391,-114.0733,87.01,30,20,6.91
595,High Prairie,CA,2021-08-03 00:05:10,55.4334,-116.4858,77.68,47,100,4.56
596,Anupgarh,IN,2021-08-03 00:07:48,29.1911,73.2086,90.12,56,100,9.91
597,Columbus,US,2021-08-03 00:07:49,39.9612,-82.9988,75.4,55,20,4.61
598,Atar,MR,2021-08-03 00:07:50,20.5169,-13.0499,88.3,43,37,12.48
599,Dickinson,US,2021-08-03 00:07:50,29.4608,-95.0513,91.62,74,40,9.22
600,Tessalit,ML,2021-08-03 00:07:51,20.1986,1.0114,84.85,48,41,11.99
601,Camacupa,AO,2021-08-03 00:07:51,-12.0167,17.4833,55.33,30,1,2.84
602,Yalvac,TR,2021-08-03 00:07:52,38.2956,31.1778,67.21,34,0,4.45
603,Waterford,US,2021-08-03 00:04:41,42.7023,-83.4027,74.3,57,20,8.05
604,Esmeraldas,BR,2021-08-03 00:07:52,-19.7625,-44.3139,63.23,53,3,4.99
605,Verkhnyaya Inta,RU,2021-08-03 00:07:53,65.9811,60.3094,54.05,87,74,4.16
606,Shalinskoye,RU,2021-08-03 00:07:53,55.7228,93.7594,62.2,87,87,4.18
607,Havelock,US,2021-08-03 00:07:54,34.8791,-76.9013,77.02,93,60,1.99
608,Nanyang,CN,2021-08-03 00:05:30,32.9947,112.5328,78.98,74,0,11.36
609,Banda Aceh,ID,2021-08-03 00:07:54,5.5577,95.3222,79.39,78,92,13.82
610,Huilong,CN,2021-08-03 00:07:55,31.8111,121.655,87.04,86,3,13.91
611,Benjamin Hill,MX,2021-08-03 00:07:55,30.1667,-111.1,83.64,57,50,12.71
612,Alyangula,AU,2021-08-03 00:07:56,-13.8483,136.4192,78.98,67,42,8.21
613,Kijang,KR,2021-08-03 00:07:56,35.2442,129.2139,84.38,68,100,5.77
614,Havoysund,NO,2021-08-03 00:07:57,70.9963,24.6622,47.28,86,22,24.23
615,Esso,RU,2021-08-03 00:07:57,55.9333,158.7,51.22,73,97,7.63
616,Coos Bay,US,2021-08-03 00:07:58,43.3665,-124.2179,96.85,88,90,13.8
617,Bradford,GB,2021-08-03 00:07:58,53.7939,-1.7521,56.25,75,0,10.36
618,Olga,RU,2021-08-03 00:07:58,43.7444,135.2892,70.81,90,100,3.29
619,Gafanha Da Encarnacao,PT,2021-08-03 00:07:59,40.6181,-8.733,66.27,67,64,12.01
620,Tweed,CA,2021-08-03 00:08:00,44.4751,-77.3162,70.07,76,9,7.49
621,Juchipila,MX,2021-08-03 00:08:00,21.4167,-103.1167,85.42,40,47,2.82
622,Saint-Joseph,RE,2021-08-03 00:08:00,-21.3667,55.6167,64.78,71,4,1.9
623,Riviere-Au-Renard,CA,2021-08-03 00:08:01,48.9957,-64.3971,57.85,94,100,4.43
624,Presidencia Roque Saenz Pena,AR,2021-08-03 00:08:01,-26.7852,-60.4388,54.86,49,3,5.79
625,Rudnya,RU,2021-08-03 00:08:02,54.947,31.0934,54.97,97,83,9.62
626,Takhtamygda,RU,2021-08-03 00:08:02,54.1,123.5667,65.07,73,71,4.97
627,Ous,RU,2021-08-03 00:08:03,60.9058,61.5186,55.44,92,7,4.47
628,Kolokani,ML,2021-08-03 00:08:03,13.5728,-8.0339,77.05,82,90,7.09
629,Ballina,AU,2021-08-03 00:08:03,-28.8667,153.5667,66.78,87,100,7.61
630,Sainte-Maxime,FR,2021-08-03 00:08:04,43.3,6.6333,73.44,50,6,9.48
631,Babayurt,RU,2021-08-03 00:08:04,43.6002,46.7789,70.81,64,99,4.38
632,Prata,BR,2021-08-03 00:08:05,-19.3072,-48.9242,68.5,43,2,4.7
633,Jumla,NP,2021-08-03 00:08:05,29.2747,82.1838,63.46,94,90,3.02
634,Srednekolymsk,RU,2021-08-03 00:08:06,67.45,153.6833,51.42,47,78,10.85
635,Camacha,PT,2021-08-03 00:08:06,33.0833,-16.3333,68.76,78,40,13.8
636,Broome,US,2021-08-03 00:08:07,42.2506,-75.833,66.58,51,1,6.91
637,Novaya Lyalya,RU,2021-08-03 00:08:07,59.055,60.599,57.24,97,50,4.32
638,Raisinghnagar,IN,2021-08-03 00:08:08,29.5358,73.4492,87.87,62,96,8.86
639,Luanda,AO,2021-08-03 00:03:28,-8.8368,13.2343,70.47,88,1,6.93
640,Cantagalo,BR,2021-08-03 00:08:08,-21.9811,-42.3681,56.88,77,3,3.29
641,Villa Rica,US,2021-08-03 00:04:18,33.7321,-84.9191,81.39,83,92,6.17
642,Yeniseysk,RU,2021-08-03 00:08:09,58.4497,92.1703,56.25,91,9,2.95
643,Dengzhou,CN,2021-08-03 00:08:09,37.8086,120.7508,75.85,82,3,5.12
644,Yakovlevka,RU,2021-08-03 00:08:10,44.425,133.4772,79.07,70,88,3.09
645,Laguna,US,2021-08-03 00:08:10,38.421,-121.4238,103.44,14,1,3.0
646,Kutum,SD,2021-08-03 00:08:11,14.2,24.6667,73.15,64,33,15.7
647,Altay,CN,2021-08-03 00:08:11,47.8667,88.1167,66.94,38,0,4.45
648,Kaeo,NZ,2021-08-03 00:08:11,-35.1,173.7833,57.33,89,53,20.76
649,Abong Mbang,CM,2021-08-03 00:08:12,3.9833,13.1833,67.8,98,100,2.91
650,Barcelos,PT,2021-08-03 00:08:12,41.5388,-8.6151,68.92,81,68,3.38
651,Chyhyryn,UA,2021-08-03 00:08:13,49.0838,32.6555,67.55,84,81,9.26
652,Xiashi,CN,2021-08-03 00:08:13,30.5363,120.6864,84.22,88,27,11.59
653,San Cristobal,VE,2021-08-03 00:08:14,7.7669,-72.225,65.44,98,97,4.63
654,Mae Sot,TH,2021-08-03 00:08:14,16.7167,98.5667,73.26,99,99,2.57
655,Tornabe,HN,2021-08-03 00:08:15,15.75,-87.55,84.11,90,54,5.17
656,Emet,TR,2021-08-03 00:08:15,39.343,29.2585,68.77,36,0,3.04
657,Diu,IN,2021-08-03 00:08:16,20.7141,70.9822,80.78,83,87,19.57
658,Villa Maria,AR,2021-08-03 00:08:16,-32.4075,-63.2402,46.81,65,0,8.81
659,Warangal,IN,2021-08-03 00:08:17,18.0,79.5833,77.45,74,99,12.44
660,Ketchikan,US,2021-08-03 00:07:16,55.3422,-131.6461,64.87,63,90,10.36
661,Berasia,IN,2021-08-03 00:08:17,23.6333,77.4333,73.17,93,100,21.07
662,Sokoto,NG,2021-08-03 00:08:18,13.0609,5.239,75.72,87,100,3.29
663,Ippy,CF,2021-08-03 00:08:18,6.2679,21.2247,69.12,95,99,2.26
664,Buala,SB,2021-08-03 00:08:19,-8.145,159.5921,80.73,80,67,7.65
665,Olbia,IT,2021-08-03 00:08:19,40.9214,9.4856,66.25,59,0,1.14
666,Cockburn Town,TC,2021-08-03 00:03:58,21.4612,-71.1419,81.99,77,100,19.62
667,Kidal,ML,2021-08-03 00:08:20,18.4411,1.4078,82.9,54,82,20.33
668,Bonthe,SL,2021-08-03 00:08:20,7.5264,-12.505,75.92,76,34,5.48
669,Vostok,RU,2021-08-03 00:08:21,46.4856,135.8833,74.34,72,66,0.78
670,Puerto Ayacucho,VE,2021-08-03 00:08:21,5.6639,-67.6236,71.17,96,100,2.33
671,Hirara,JP,2021-08-03 00:08:22,24.8,125.2833,81.75,85,94,14.5
672,Port Keats,AU,2021-08-03 00:08:22,-14.25,129.55,82.24,60,82,2.62
673,Gornopravdinsk,RU,2021-08-03 00:08:23,60.05,69.9,56.66,98,91,5.39
674,Wanning,CN,2021-08-03 00:08:23,18.8003,110.3967,83.01,80,92,7.87
675,Nakasongola,UG,2021-08-03 00:08:24,1.3089,32.4564,64.53,72,78,1.36
676,Makaryev,RU,2021-08-03 00:08:24,57.8797,43.8069,65.16,82,83,7.23
677,Nombre De Dios,MX,2021-08-03 00:08:24,23.85,-104.2333,78.35,39,62,6.51
678,Murray Bridge,AU,2021-08-03 00:08:25,-35.1167,139.2667,53.69,73,25,19.8
679,Sovetskiy,RU,2021-08-03 00:08:25,61.3614,63.5842,58.55,80,94,4.54
680,Saquarema,BR,2021-08-03 00:08:26,-22.92,-42.5103,68.02,88,0,9.64
681,Honningsvag,NO,2021-08-03 00:08:26,70.9821,25.9704,48.07,77,64,16.84
682,Palm Coast,US,2021-08-03 00:08:27,29.585,-81.2078,81.09,76,80,1.01
683,Edgewater,US,2021-08-03 00:08:27,28.9889,-80.9023,82.78,74,20,0.0
684,Baraboo,US,2021-08-03 00:06:12,43.4711,-89.7443,77.14,49,1,0.0
685,Claudio,BR,2021-08-03 00:08:28,-20.4433,-44.7658,66.72,48,54,4.05
686,Raga,SS,2021-08-03 00:08:28,8.4596,25.678,67.33,94,39,4.61
687,Zimovniki,RU,2021-08-03 00:08:29,47.1483,42.4633,78.46,38,3,2.04
688,Kampene,CD,2021-08-03 00:08:29,-3.6,26.6667,72.77,56,80,0.92
689,Nenzing,AT,2021-08-03 00:08:29,47.1386,9.6744,52.09,87,41,4.23
690,Colares,PT,2021-08-03 00:08:30,38.7992,-9.4469,65.44,76,39,11.01
691,Pozo Colorado,PY,2021-08-03 00:08:30,-23.4923,-58.7972,60.39,46,19,5.95
692,Bandundu,CD,2021-08-03 00:08:31,-3.3167,17.3667,75.47,31,23,2.57
693,Obo,CF,2021-08-03 00:08:31,5.3998,26.4869,70.38,84,88,3.24
694,Arica,CL,2021-08-03 00:08:31,-18.475,-70.3042,61.03,77,90,4.61
695,Daru,PG,2021-08-03 00:08:32,-9.0763,143.2092,80.08,66,79,8.32
696,Itaituba,BR,2021-08-03 00:08:32,-4.2761,-55.9836,81.88,53,88,2.51
697,Itoman,JP,2021-08-03 00:08:33,26.1247,127.6694,84.58,84,40,17.27
698,Pacific Grove,US,2021-08-03 00:04:36,36.6177,-121.9166,88.63,70,1,5.01
699,Biu,NG,2021-08-03 00:08:33,10.6129,12.1946,69.35,92,74,7.43
